genus	mean_size_bp	num_genomes
Strawberry	959779	1
Streptacidiphilus	8573724	19
Streptantibioticus	7843109	5
Streptoalloteichus	7091386	2
Streptobacillus	1648697	24
Streptococcaceae	1940278	4
Streptococcus	2063325	11079
Streptodolium	9593353	1
Streptohalobacillus	2529324	1
Streptomonospora	6043803	11
Streptomyces	8703235	9002
Streptomycetaceae	6924810	2
Streptosporangium	9450971	86
Streptoverticillium	8809793	1
Stutzerimonas	4475816	276
Subdoligranulum	3610460	10
Subsaxibacter	3473000	1
Subtercola	3675250	5
Succinatimonas	2257497	5
Succiniclasticum	2720180	2
Succinimonas	3964271	1
Succinispira	2085243	1
Succinivibrio	2938197	6
Succinivibrionaceae	2952624	1
Suicoccus	2572159	1
Suilimivivens	3334484	1
Sulfidibacter	11786365	1
Sulfitobacter	4003708	73
Sulfobacillus	3634138	8
Sulfuricaulis	2858290	2
Sulfuricella	3320374	2
Sulfuricurvum	2448978	22
Sulfuricystis	2774388	2
Sulfuriferula	3251675	5
Sulfuriflexus	2929203	2
Sulfurifustis	3958814	1
Sulfurihydrogenibium	1643502	6
Sulfurimicrobium	3826324	1
Sulfurimonas	2352349	41
Sulfurirhabdus	3878683	1
Sulfuriroseicoccus	3496488	1
Sulfurisoma	2996515	1
Sulfuritalea	4320182	2
Sulfuritortus	2720636	1
Sulfurivermis	3246214	1
Sulfurospirillum	2723683	23
Sulfurovum	2336145	9
Sungkyunkwania	4044746	1
Sunxiuqinia	5261911	4
Suonthocola	5880143	1
Superficieibacter	4855478	3
Sutcliffiella	4515513	15
Sutterella	2714323	36
Sutterellaceae	2536276	3
Suttonella	1989117	1
Svornostia	5061584	1
Swingsia	2193407	1
Symbiobacterium	3329044	2
Symbiopectobacterium	4942431	1
Symmachiella	7646673	3
Synechococcus	2795602	113
Synechocystis	3814248	18
Synergistes	3287261	1
Synoicihabitans	5926369	1
Syntrophobacter	3822562	3
Syntrophobotulus	3406739	1
Syntrophomonas	2769358	6
Syntrophorhabdus	3759482	1
Syntrophotalea	3316694	4
Syntrophothermus	2405559	1
Syntrophus	3382808	3
TM7	655221	14
Tabrizicola	4073020	12
Tahibacter	6527398	4
Taibaiella	4778332	4
Tamilnaduibacter	3400134	1
Tamlana	3884040	7
Tannerella	3354280	17
Tannockella	2260890	1
Tardibacter	3787976	1
Tardiphaga	6131100	12
Tateyamaria	4742019	5
Tatumella	3717301	15
Taurinivorans	2172708	1
Tautonia	8077614	2
Taylorella	1675636	52
Telluria	6352657	5
Telluribacter	6433767	2
Tellurirhabdus	5262164	2
Telmatobacter	5987865	1
Telmatocola	6592641	1
Telmatospirillum	5578936	2
Temperatibacter	3184799	1
Tenacibaculum	3121860	237
Tenebrionibacter	3986280	1
Tenebrionicola	3942400	2
Tenericutes	2159090	2
Tenggerimyces	8461567	1
Tenuibacillus	2950395	1
Tenuifilum	3195778	1
Tepidamorphus	3579428	2
Tepidanaerobacter	2582892	5
Tepidibacillus	2784376	3
Tepidibacter	3163486	5
Tepidicella	2832591	2
Tepidiforma	2788476	3
Tepidimicrobium	3002518	1
Tepidimonas	2503250	8
Tepidiphilus	2253189	5
Tepiditoga	2502404	1
Terasakiella	3887091	3
Terasakiispira	4048029	1
Teredinibacter	5151803	13
Termitidicoccus	7869195	2
Terrabacter	4796936	17
Terracidiphilus	5345702	1
Terracoccus	4938734	1
Terribacillus	3636402	14
Terricaulis	3864763	1
Terriglobus	5159684	5
Terrihabitans	3114641	1
Terrihalobacillus	3626428	2
Terrilactibacillus	3366433	3
Terrimonas	5521540	6
Terrirubrum	6384545	1
Terrisporobacter	3975248	14
Tersicoccus	3672958	1
Tessaracoccus	3368384	15
Testudinibacter	2716742	1
Tetragenococcus	2399655	37
Tetzosporium	2780751	1
Texcoconibacillus	3417124	1
Thalassobacillus	4083626	4
Thalassobacter	3522704	2
Thalassobaculum	5513780	4
Thalassobium	3487925	1
Thalassococcus	4354173	2
Thalassoglobus	6545884	2
Thalassolituus	3867217	25
Thalassomonas	7296734	3
Thalassorhabdus	3377579	2
Thalassospira	4556094	38
Thalassotalea	3928603	27
Thalassovita	3989674	6
Thauera	4210385	27
Thaumasiovibrio	5015690	2
Thermacetogenium	2931094	2
Thermaerobacillus	3841584	2
Thermaerobacter	2918939	5
Thermalbibacter	3630516	1
Thermanaeromonas	3005562	2
Thermanaerosceptrum	3805411	1
Thermanaerovibrio	1844961	3
Thermatribacter	2269744	1
Thermaurantimonas	2652602	2
Thermicanus	3657623	1
Thermincola	3168072	2
Thermithiobacillus	2958498	1
Thermoactinomyces	2541592	8
Thermoactinospora	8220793	1
Thermoanaerobacter	2512572	20
Thermoanaerobacteraceae	3526989	1
Thermoanaerobacterium	2849424	10
Thermoanaerobaculum	2660928	1
Thermobacillus	4232725	2
Thermobaculum	3101581	1
Thermobifida	4616050	6
Thermobispora	4288406	2
Thermobrachium	2644756	1
Thermocaproicibacter	1960795	1
Thermocatellispora	11715894	2
Thermochromatium	2958290	1
Thermoclostridium	2971321	7
Thermocoleostomius	5809202	1
Thermocrinis	1411273	5
Thermocrispum	4361254	2
Thermodesulfatator	2322224	1
Thermodesulfitimonas	1878015	1
Thermodesulfobacterium	1644701	11
Thermodesulfobium	1836830	2
Thermodesulfomicrobium	2357780	1
Thermodesulforhabdus	2808342	1
Thermodesulfovibrio	1963747	8
Thermoflavifilum	2843600	2
Thermoflavimicrobium	3867702	1
Thermoflexibacter	5504183	1
Thermoflexus	3124486	5
Thermogemmatispora	5788860	2
Thermogutta	4908939	3
Thermoleophilum	2159998	2
Thermoleptolyngbya	5139870	3
Thermolongibacillus	2912256	2
Thermomicrobium	2992649	2
Thermomonas	2751490	29
Thermomonospora	6379157	5
Thermonema	2831572	3
Thermopetrobacter	2608923	1
Thermophagus	3899561	1
Thermophilibacter	2410303	3
Thermopolyspora	7205494	2
Thermosediminibacter	2312412	2
Thermosipho	1889497	11
Thermospira	2515453	1
Thermosporothrix	7282662	1
Thermostichus	3144418	2
Thermosulfidibacter	1816670	1
Thermosulfurimonas	2054412	2
Thermosulfuriphilus	2287345	1
Thermosynechococcus	2624436	35
Thermotoga	1876294	18
Thermotomaculum	2317141	1
Thermovibrio	1690622	2
Thermovirga	1987206	2
Thermus	2232162	73
Thioalbus	4145766	1
Thioalkalivibrio	2924343	68
Thiobaca	4073386	1
Thiobacillus	3239177	12
Thiocapsa	6501183	4
Thioclava	4091917	13
Thiococcus	4124759	1
Thiocystis	5331133	3
Thiofilum	3787626	1
Thioflavicoccus	4137521	1
Thiogranum	2916906	1
Thiohalobacter	3102796	4
Thiohalocapsa	3696416	1
Thiohalomonas	3678936	2
Thiohalophilus	2794454	2
Thiohalorhabdus	3743026	1
Thiohalospira	2687697	1
Thiolapillus	3102295	49
Thiomicrorhabdus	2590044	13
Thiomicrospira	2381353	7
Thiomonas	3656146	18
Thioploca	4810005	1
Thiopseudomonas	2486267	13
Thiorhodococcus	4586163	1
Thiorhodospira	3196878	1
Thiorhodovibrio	5314494	5
Thiosocius	4790451	1
Thiospirochaeta	3700583	1
Thiosulfatihalobacter	4199922	2
Thiosulfatimonas	2722826	1
Thiosulfativibrio	2645427	1
Thiothrix	3990287	17
Thiovibrio	2841614	1
Thomasclavelia	3145706	88
Thorsellia	3306651	2
Tianweitania	4527553	3
Tibeticola	2733067	1
Tichowtungia	3882676	1
Tidjanibacter	2390301	1
Timonella	3070965	4
Tindallia	3102939	2
Tissierella	3343294	12
Tissierellia	1600888	1
Tistlia	6117432	3
Tistrella	6362652	18
Tolumonas	3351848	3
Tolypothrix	9542494	11
Tomitella	4183547	2
Trabulsiella	4615791	6
Tranquillimonas	4388240	2
Traorella	2606093	1
Trebonia	9254646	1
Treponema	1850303	276
Trichlorobacter	3629179	6
Trichococcus	3100372	21
Trichocoleus	5458034	1
Trichodesmium	7485716	2
Trichormus	6694221	12
Trichothermofontia	4436989	1
Trinickia	6905314	11
Tritonibacter	4455091	10
Tropheryma	927419	13
Tropicibacter	4352235	3
Tropicimonas	5091829	2
Truepera	3260416	2
Trueperella	2283604	67
Trujillonella	5073444	2
Tsukamurella	4681554	24
Tsuneonella	3073382	6
Tuberibacillus	3242009	1
Tumebacillus	4771620	6
Tumidithrix	5508488	1
Tunicatimonas	7291608	1
Tunturibacter	5322579	7
Turicibacter	2977434	80
Turicimonas	2595454	159
Turneriella	4409302	1
Tuwongella	6690754	1
Tychonema	5540466	2
Uliginosibacterium	4553807	7
Ulvibacter	3845875	1
Umboniibacter	2689440	1
Umezawaea	10249960	6
Undibacterium	4735155	28
Urbifossiella	7795793	1
Ureaplasma	786051	19
Urechidicola	3426122	1
Ureibacillus	3389385	17
Urinicoccus	2087160	1
Ursidibacter	2000617	14
Uruburuella	2773603	3
Usitatibacter	4260976	2
Utexia	2386378	1
Vaginella	2443920	2
Vaginimicrobium	2010679	1
Vagococcus	2502974	81
Vallicoccus	4045354	1
Vallitalea	5936892	3
Vandammella	3431938	2
Vannielia	3200094	1
Varibaculum	2255183	9
Variibacter	4585781	3
Variovorax	6517057	94
Varunaivibrio	3066297	1
Veillonella	2099077	97
Veillonellaceae	2158823	9
Venatoribacter	2829133	2
Venenivibrio	1731156	1
Verminephrobacter	5312877	12
Veronia	5293362	2
Verrucomicrobia	3337166	11
Verrucomicrobiia	5775745	1
Verrucomicrobiota	8501401	1
Verrucomicrobium	4918822	3
Verrucosispora	6709309	5
Verticiella	5985041	1
Vescimonas	2531083	2
Vespertiliibacter	1802492	2
Vibrio	4943859	4048
Vibrionales	4360644	1
Victivallales	5242681	1
Victivallis	4888586	2
Virgibacillus	4267766	66
Viridibacillus	4533873	5
Vitreoscilla	3257796	7
Vogesella	3730213	10
Volucribacter	2267688	1
Vreelandella	4161669	62
Vulcaniibacterium	3097331	4
Vulcanimicrobiota	978712	8
Vulcanimicrobium	3508363	1
Vulcanococcus	2853973	3
Vulgatibacter	4887012	2
Waddlia	2131905	1
Waltera	4097696	1
Wandonia	3938618	1
Wansuia	3949724	1
Waterburya	5107674	1
Weeksella	2278453	3
Weissella	2106110	149
Weizmannia	3479795	12
Wenjunlia	6429887	1
Wenxinia	4178410	2
Wenyingzhuangia	3411059	6
Wenzhouxiangella	3568825	6
Westiellopsis	7313429	1
Wielerella	2356854	5
Wigglesworthia	711270	2
Williamsia	5201023	14
Williamsoniiplasma	1008228	4
Williamwhitmania	4154490	1
Winkia	2256062	6
Winogradskya	10879345	2
Winogradskyella	3748196	41
Winslowiella	4961020	4
Wocania	3722419	2
Woeseia	4059891	1
Wohlfahrtiimonas	2253096	3
Wolbachia	1381978	375
Wolinella	2130402	2
Woodsholea	3105947	1
Wujia	2942917	1
Xanthobacter	5410425	11
Xanthobacteraceae	5108628	1
Xanthomarina	3245607	3
Xanthomonas	4964135	1727
Xanthovirga	5680486	1
Xaviernesmea	5439160	3
Xenophilus	5614706	6
Xenorhabdus	4544829	140
Xiamenia	2263463	1
Xiashengella	3101014	1
Xinfangfangia	4408679	1
Xylanibacter	3522038	11
Xylanimonas	3499303	4
Xylella	2623461	140
Xylocopilactobacillus	2291795	2
Xylophilus	4590520	5
Yanghanlia	3208505	1
Yaniella	3137285	1
Yeosuana	3960202	2
Yersinia	4580287	647
Yimella	3364070	2
Yinghuangia	9178957	3
Yokenella	4887521	6
Yonghaparkia	2611948	2
Yoonia	3612374	22
Youhaiella	4430734	1
Youngiibacter	3988233	1
Zafaria	3291617	1
Zavarzinella	10086423	1
Zavarzinia	4751555	1
Zeaxanthinibacter	3337963	1
Zhaonella	3314304	1
Zhengella	4340179	1
Zhihengliuella	3382205	5
Zhongshania	4185096	6
Zhouia	3977979	3
Zobellella	4032030	4
Zobellia	5058539	10
Zoogloea	4571084	22
Zoogloeaceae	3127098	1
Zooshikella	5798664	1
Zophobihabitans	2666483	1
Zunongwangia	4358564	10
Zwartia	3221261	1
Zymobacter	3000746	2
Zymomonas	2140374	20
actinobacterium	1288914	12
alpha	1161998	10
bacteria	3703939	3
bacterium	6159945	31
beta	2068284	4
blood	5089760	1
butyrate-producing	3601020	1
candidate	1640078	3
cyanobacterium	3056440	5
delta	1520954	1
endosymbiont	1527509	15
filamentous	5955630	3
gamma	2752340	11
marine	2417719	7
methane-oxidizing	2931369	1
methanotrophic	3231340	1
secondary	953735	3
sulfur-oxidizing	4910116	1
thiotrophic	2189522	1
uncultured	2853249	3133
unicellular	5423380	2
unidentified	3212396	2
Aaosphaeria	38901049	1
Acaromyces	19330111	1
Agaricus	31424068	2
Akanthomyces	36207525	1
Alternaria	35560679	17
Amorphotheca	28632918	1
Annulohypoxylon	38156354	2
Aplosporella	32818685	1
Ascochyta	40846718	1
Ascoidea	17503998	1
Aspergillus	34273312	45
Aureobasidium	26762430	4
Auricularia	74920202	1
Australozyma	12068158	1
Babjeviella	15221050	1
Batrachochytrium	23810896	1
Baudoinia	21875620	1
Beauveria	33693936	1
Bipolaris	33430656	6
Blastomyces	70961106	2
Botrytis	42630066	1
Brettanomyces	11633950	2
Calcarisporiella	28155144	1
Canariomyces	30991681	1
Candida	13497368	10
Candidozyma	12520247	4
Capronia	27348626	2
Cenococcum	177557160	1
Ceraceosorus	24148100	1
Cercospora	36565572	2
Chaetomium	34276485	1
Cladophialophora	35212273	5
Cladosporium	27912799	1
Clavispora	12114892	1
Coccidioides	28570596	2
Colletotrichum	52989265	12
Coniophora	42968544	1
Coniosporium	28645321	1
Cordyceps	32877270	2
Cryphonectria	43870411	1
Cryptococcus	18487786	11
Cucurbitaria	32905402	1
Cutaneotrichosporon	20036446	2
Cyberlindnera	13018415	1
Cyphellophora	28781303	1
Cystobasidium	20824934	1
Dacryopinax	29503487	1
Dactylellina	39531920	1
Daldinia	36625111	5
Debaryomyces	12152486	1
Diaporthe	51483502	1
Dichomitus	42748430	1
Dichotomopilus	32615522	1
Didymella	34389227	1
Diplodia	34986079	1
Dipodascopsis	13125970	1
Dissoconium	26537235	1
Diutina	13445959	1
Dothidotthia	34433519	1
Drechmeria	32831003	1
Drepanopeziza	51949877	1
Emericellopsis	27119182	2
Encephalitozoon	2288449	4
Endocarpon	37130611	1
Enterocytozoon	3860738	1
Eremomyces	26864015	1
Eremothecium	9229232	3
Eutypa	54005819	1
Exophiala	32574820	7
Exserohilum	43013545	1
Fibroporia	28378039	1
Fomitiporia	63354419	1
Fonsecaea	34167844	4
Fulvia	67169167	1
Fusarium	45911111	17
Gaeumannomyces	43618147	1
Geosmithia	26543684	1
Glarea	39509734	1
Gloeophyllum	37178225	1
Grosmannia	29794006	1
Guyanagaster	53686691	1
Henningerozyma	14048593	1
Heterobasidion	33649967	1
Hirsutella	81749301	1
Histoplasma	31713676	2
Huiozyma	10845821	1
Hyaloscypha	82384847	1
Hyphopichia	12403110	1
Hypoxylon	39350407	1
Jaminaea	16615586	1
Kalmanozyma	17325407	1
Kazachstania	11130140	1
Kluyveromyces	10804658	2
Kockiozyma	14000343	1
Komagataella	9216378	1
Kuraishia	11371246	1
Kwoniella	22497178	10
Laccaria	64877444	1
Lachancea	10742496	2
Laetiporus	39909705	1
Lentinus	39530113	1
Lichtheimia	37534108	1
Limtongia	14146010	1
Lindgomyces	69030646	1
Lipomyces	14822122	5
Lithohypha	24440621	1
Lodderomyces	15570809	3
Macroventuria	33336106	1
Malassezia	7836045	5
Marasmius	44306131	1
Maudiozyma	12616033	1
Meira	17383515	1
Melampsora	101129028	1
Metarhizium	39020579	7
Metschnikowia	16055203	1
Meyerozyma	10609954	1
Microsporum	23241642	1
Millerozyma	21459642	1
Mixia	13634488	1
Moesziomyces	18111965	1
Mollisia	48876257	1
Moniliophthora	26663261	1
Morchella	50927171	1
Mycosarcoma	19664356	1
Mycothermus	29324833	1
Mytilinidion	47275052	1
Nakaseomyces	12522228	2
Nannizzia	23249403	1
Naumovozyma	12373560	2
Nematocida	3870988	6
Neoarthrinium	43702215	1
Neofusicoccum	42592847	1
Neohortaea	20432448	1
Neurospora	40091936	2
Ogataea	8916991	3
Ophidiomyces	21919615	1
Orbilia	40072829	1
Paracoccidioides	31438894	2
Paraphaeosphaeria	38464024	1
Parastagonospora	37164226	1
Parathielavia	32737472	1
Penicilliopsis	26088231	1
Penicillium	29506826	6
Pestalotiopsis	51910726	1
Phaeoacremonium	47465449	1
Phanerochaete	46293325	1
Phialemonium	33593884	1
Phycomyces	53939167	1
Pichia	11357950	3
Plenodomus	42037832	1
Pochonia	44215803	1
Podospora	35051174	4
Postia	66672372	2
Priceomyces	11764505	1
Pseudocercospora	74141167	1
Pseudogymnoascus	32215283	3
Pseudomicrostroma	17184282	1
Pseudovirgaria	35440147	1
Pseudozyma	20874159	2
Psilocybe	46389424	1
Puccinia	100319821	3
Punctularia	34171901	1
Purpureocillium	37054308	2
Pyrenophora	37387544	3
Pyricularia	44884581	3
Ramularia	32254922	1
Rasamsonia	29320293	1
Recurvomyces	27128294	1
Rhinocladiella	32474431	1
Rhizoctonia	40703773	1
Rhizomucor	25384556	1
Rhizophagus	141749657	2
Rhizopus	36029756	2
Rhodotorula	20618970	2
Saccharomyces	11888141	6
Saccharomycodes	12500424	1
Saccharomycopsis	17100033	1
Saitoella	14136186	1
Saxophila	25918878	1
Scedosporium	43437139	1
Scheffersomyces	15441179	1
Schizophyllum	38670379	1
Schizosaccharomyces	11782146	5
Sclerotinia	38330312	1
Serpula	42797233	1
Sodiomyces	43450096	1
Sordaria	38798266	2
Spathaspora	13182099	1
Sphaerulina	29352103	1
Spizellomyces	24131112	1
Sporisorium	19565848	1
Stereum	46511623	1
Sugiyamaella	15938258	1
Suhomyces	13136204	1
Synchytrium	26244175	1
Talaromyces	32144442	6
Tetrapisispora	12115070	1
Thermoascus	31412805	1
Thermochaetoides	28322806	1
Thermomyces	19874667	2
Thermothelomyces	37092148	2
Thermothielavioides	36912256	1
Tilletiopsis	18761941	1
Torulaspora	9250900	2
Trametes	44794008	1
Trematosphaeria	47745773	1
Tremella	28639919	1
Trichoderma	37429965	10
Trichophyton	22521648	2
Trichosporon	24507743	1
Tuber	124945702	1
Umbelopsis	23077072	1
Uncinocarpus	22327935	1
Ustilaginoidea	37060086	1
Vairimorpha	15005441	1
Vanderwaltozyma	14674591	1
Vanrija	24922244	1
Vavraia	6118689	1
Venustampulla	33639795	1
Verruconis	31780469	1
Verticillium	32803144	3
Vittaforma	3213516	1
Wallemia	9735609	2
Westerdykella	26979746	1
Wickerhamomyces	14145566	1
Xylaria	45705225	1
Xylona	24337763	1
Yamadazyma	10789374	2
Yarrowia	20742114	3
Zasmidium	38247703	1
Zygosaccharomyces	9764635	1
Zygotorulaspora	10412516	1
Zymoseptoria	39686251	1
